planner,selected_score,selected_model_return,selected_true_return,samples_evaluated,first_action,selected_tail_gap,elite_model_error_mean,elite_pocket_mean,elite_disagreement_mean,elite_diversity,proposal_drift,proposal_std_mean,config,seed,optimal_true_return,optimal_first_action,repair,regret
best_of_n_equal_budget,5.379303117412365,5.379303117412365,-3.9021179592874455,1280,-0.9543834018764022,9.28142107669981,4.742335586974815,0.3041137571632186,0.7764662064759994,0.6640042705238527,0.2465879174933679,0.6640042705238527,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 1280, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 1, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",1,7.807111736209965,1.0,,11.70922969549741
cem,7.4274905751322695,7.4274905751322695,-5.813959027738042,1280,-1.0,13.241449602870311,10.20752065123219,0.6451615714384655,1.5257645801787676,0.27820853681412305,1.1010743779093228,0.27820853681412305,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 1, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",1,7.807111736209965,1.0,none,13.621070763948007
cem_uncertainty,7.396062742397831,7.441003403448876,7.441003403433468,1280,0.8512754864308079,1.5408119224957773e-11,2.048552780400734e-11,3.508840447284875e-15,0.03493541891631188,0.09886899674478963,1.6781504819653357,0.09886899674478963,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 1, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",1,7.807111736209965,1.0,uncertainty_pessimism,0.3661083327764967
cem_diversity,6.949010211803696,6.949010211803696,-5.514004262305056,1280,-1.0,12.463014474108752,9.429861115058527,0.5979108168185131,1.419927314083546,0.33281588346078356,1.0966396807398724,0.33281588346078356,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 1, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",1,7.807111736209965,1.0,elite_diversity_floor,13.32111599851502
cem_veto,7.588078739283902,7.588078739283902,7.5880787392683215,1280,0.9035997509858011,1.5580425838379597e-11,1.5330608577484712e-11,1.778710913054159e-15,0.03352814472095795,0.07780286273837148,1.6878865013629951,0.07780286273837148,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 1, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",1,7.807111736209965,1.0,model_disagreement_veto,0.21903299694164335
cem_shadow,6.96649291607975,7.063989922156828,7.063989922154013,1280,1.0,2.814637412029697e-12,2.3828237468629474e-08,2.2903404791791478e-10,0.042399409606559066,0.1948565112983071,1.6541023365959182,0.1948565112983071,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 1, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",1,7.807111736209965,1.0,shadow_realism,0.7431218140559519
cem_conservative,5.82449911103716,5.82449911103716,5.824499111024469,1280,0.9270629876004264,1.269118143909509e-11,0.9646474388835288,0.0648915977107064,0.22679707411882688,0.6242924497424944,1.2943746708195503,1.12372640953649,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 1, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",1,7.807111736209965,1.0,conservative_refit_temperature,1.9826126251854959
cem_pilot_calibrated,7.552593011580496,7.552593011580496,7.552593011570087,1280,0.916464296325763,1.0408562900465768e-11,1.4567048422210203e-11,2.250112009437264e-15,0.03351533959873604,0.0756662074453352,1.6912847130688928,0.0756662074453352,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 1, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",1,7.807111736209965,1.0,pilot_label_calibration,0.2545187246398779
cem_combined_repair,6.785128584645658,6.878088401241347,6.878088401198733,1280,0.8510447366776566,4.261391239879231e-11,5.775972520784587e-10,1.0825160744505538e-12,0.0472372079949739,0.23165342054692487,1.736075718452091,0.33589745979304103,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 1, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",1,7.807111736209965,1.0,combined,0.929023335011232
random_shooting,5.331894343658237,5.331894343658237,-4.3387088420102256,256,-0.5511324179807342,9.670603185668462,5.318669000960876,0.34385685763720714,0.8462563283185125,0.5733231372668768,0.4228741551339203,0.5733231372668768,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 2, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",2,7.805250016896396,1.0,,12.143958858906622
best_of_n,5.483350540781095,5.483350540781095,5.483350540781183,256,1.0,-8.79296635503124e-14,5.491524704156324,0.35726408687081934,0.8871136676814615,0.625790978519718,0.588492583231219,0.625790978519718,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 2, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",2,7.805250016896396,1.0,,2.321899476115213
best_of_n_equal_budget,5.711307684026472,5.711307684026472,5.711307550001362,1280,0.20084749325499593,1.340251092329936e-07,4.456074906543105,0.288491539588396,0.7466743281177037,0.6631712444143113,0.26876336116032806,0.6631712444143113,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 1280, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 2, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",2,7.805250016896396,1.0,,2.093942466895034
cem,7.969642209348529,7.969642209348529,-6.3868751608113925,1280,-0.5053310227970568,14.35651737015992,13.375000310225618,0.8025191651688421,1.834305747016892,0.10747267875024205,1.105648845365954,0.10747267875024205,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 2, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",2,7.805250016896396,1.0,none,14.192125177707789
cem_uncertainty,7.356856484127432,7.404423339239629,7.404423339236255,1280,0.9074415615028915,3.3741898164407758e-12,6.34792389593468e-11,1.9293223447896942e-14,0.040773342508365853,0.14325323642329327,1.7063908364251363,0.14325323642329327,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 2, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",2,7.805250016896396,1.0,uncertainty_pessimism,0.4008266776601417
cem_diversity,7.539815676009248,7.539815676009248,-5.404786047156934,1280,-0.6562227451549647,12.944601723166182,9.715464351766583,0.6077629592484228,1.4758820484705617,0.3221620276648859,1.2248976876357027,0.3221620276648859,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 2, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",2,7.805250016896396,1.0,elite_diversity_floor,13.21003606405333
cem_veto,7.644455265972572,7.644455265972572,7.644455265968707,1280,0.9365868213656129,3.864464304115245e-12,9.022492155106822e-12,1.2080074528436189e-15,0.03498846364203853,0.09483196581212539,1.7101120854332872,0.09483196581212539,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 2, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",2,7.805250016896396,1.0,model_disagreement_veto,0.16079475092768902
cem_shadow,7.273780796363238,8.058250545989923,-6.478030657324404,1280,-0.6737403130895283,14.536281203314328,12.861865366752893,0.781491428112794,1.7869098465988662,0.1377367109638682,1.1160541460031714,0.1377367109638682,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 2, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",2,7.805250016896396,1.0,shadow_realism,14.283280674220801
cem_conservative,5.483350540781095,5.483350540781095,5.483350540781183,1280,1.0,-8.79296635503124e-14,1.3910756863630214,0.09135152547946249,0.29409126738633434,0.6386659077462377,1.2781698285093364,1.1495986339432278,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 2, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",2,7.805250016896396,1.0,conservative_refit_temperature,2.321899476115213
cem_pilot_calibrated,7.590117612127263,7.590117612127263,7.590117612123011,1280,1.0,4.2517100951044995e-12,1.7059550353556354e-11,2.020659824325672e-15,0.033723876006828815,0.09117822548326691,1.6899978158871933,0.09117822548326691,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 2, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",2,7.805250016896396,1.0,pilot_label_calibration,0.21513240477338513
cem_combined_repair,6.990531897344841,7.075237230348412,7.075237230317793,1280,0.8302301491888799,3.061906284074212e-11,1.8965847695758734e-10,3.8337701066474125e-13,0.050491503273245544,0.2450996177457226,1.7291898323863253,0.35539444573129775,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 2, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",2,7.805250016896396,1.0,combined,0.7300127865786035
random_shooting,5.27787901597685,5.27787901597685,-4.3398473681366445,256,-0.29919238621238287,9.617726384113494,4.630021488203242,0.30505251551028206,0.7698315867760868,0.5697587896563651,0.2305615406075918,0.5697587896563651,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 3, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",3,7.807605775972178,0.9983423990957501,,12.147453144108823
best_of_n,6.068386667841862,6.068386667841862,6.0683866673108735,256,0.6404967221339198,5.309885864335229e-10,4.166041906035344,0.26956421353712173,0.7056890272783851,0.6347297927039423,0.312103857395242,0.6347297927039423,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 3, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",3,7.807605775972178,0.9983423990957501,,1.7392191086613042
best_of_n_equal_budget,6.068386667841862,6.068386667841862,6.0683866673108735,1280,0.6404967221339198,5.309885864335229e-10,4.371740777771491,0.28440650669143536,0.7412194093384634,0.6641971590129103,0.24115964243338808,0.6641971590129103,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 1280, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 3, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",3,7.807605775972178,0.9983423990957501,,1.7392191086613042
cem,7.563071351702149,7.563071351702149,-6.093600667011161,1280,-0.7032565223703265,13.65667201871331,11.470647654741045,0.7192855554539352,1.6905806719382084,0.20267393250959076,1.2421595419311573,0.20267393250959076,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 3, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",3,7.807605775972178,0.9983423990957501,none,13.901206442983339
cem_uncertainty,7.479790151848942,7.527479906780491,7.527479906778209,1280,1.0,2.2817303602096217e-12,3.211523354943543e-11,7.776927586123412e-15,0.03461062168494677,0.096285932602072,1.6705307460868697,0.096285932602072,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 3, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",3,7.807605775972178,0.9983423990957501,uncertainty_pessimism,0.2801258691939683
cem_diversity,7.150327568323397,7.150327568323397,-5.2334002746433725,1280,-1.0,12.38372784296677,9.385742731959088,0.5900405632052854,1.4422751519500414,0.31653917505927553,1.1555179570575946,0.31653917505927553,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 3, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",3,7.807605775972178,0.9983423990957501,elite_diversity_floor,13.04100605061555
cem_veto,7.53845308631085,7.53845308631085,7.538453086308244,1280,0.9799258857155217,2.6059154834001674e-12,2.8958989052905684e-11,5.210477121629879e-15,0.03338440361527041,0.08738783412952358,1.670273692939617,0.08738783412952358,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 3, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",3,7.807605775972178,0.9983423990957501,model_disagreement_veto,0.269152689663934
cem_shadow,5.960667289360884,6.068386667841862,6.0683866673108735,1280,0.6404967221339198,5.309885864335229e-10,2.425816701504255,0.1647974292061294,0.46585669165628363,0.550407925314407,0.5766337090000095,0.550407925314407,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 3, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",3,7.807605775972178,0.9983423990957501,shadow_realism,1.7392191086613042
cem_conservative,6.068386667841862,6.068386667841862,6.0683866673108735,1280,0.6404967221339198,5.309885864335229e-10,1.5862696390218514,0.10284683293042426,0.32059200536168053,0.6554850545703969,1.157100208083984,1.1798730982267145,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 3, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",3,7.807605775972178,0.9983423990957501,conservative_refit_temperature,1.7392191086613042
cem_pilot_calibrated,7.5537135446726245,7.5537135446726245,7.55371354466979,1280,0.970705579979637,2.8341773372630996e-12,2.6775675693740526e-11,4.5479995725878415e-15,0.033769786409831595,0.08578555548895087,1.6809426624101127,0.08578555548895087,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 3, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",3,7.807605775972178,0.9983423990957501,pilot_label_calibration,0.25389223130238747
cem_combined_repair,7.008761012023466,7.0777752347324006,7.0777752337810425,1280,0.6271612019778618,9.51358103407074e-10,4.416693199205978e-08,5.467710346491075e-10,0.050967472274194306,0.2589335842277741,1.7128977811385184,0.37545369713027243,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 3, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",3,7.807605775972178,0.9983423990957501,combined,0.7298305421911353
random_shooting,5.441599766291184,5.441599766291184,5.441599755695793,256,0.4863662095061805,1.0595391231049689e-08,4.5502994453937005,0.30135006268104525,0.7666454535272482,0.5842160196528804,0.41630068557848593,0.5842160196528804,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 4, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",4,7.808428259246064,1.0,,2.3668285035502707
best_of_n,4.850911668889512,4.850911668889512,-3.8020940868098996,256,-1.0,8.65300575569941,4.363555371514402,0.28946870259047697,0.7321073562644553,0.6448041205442849,0.2382847581949728,0.6448041205442849,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 4, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",4,7.808428259246064,1.0,,11.610522346055964
best_of_n_equal_budget,5.743835908290903,5.743835908290903,5.743835908288869,1280,1.0,2.0339285811132868e-12,4.127512158307091,0.26834860224960416,0.6980022583847701,0.6557651692716184,0.22135493704824433,0.6557651692716184,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 1280, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 4, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",4,7.808428259246064,1.0,,2.064592350957195
cem,6.785591685237977,6.785591685237977,-5.359598564949677,1280,-0.6140415568544207,12.145190250187653,9.916573486195366,0.6273230269741212,1.5351382471992825,0.3188116290541343,1.194071893181612,0.3188116290541343,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 4, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",4,7.808428259246064,1.0,none,13.168026824195742
cem_uncertainty,7.57443756253842,7.620689130153402,7.620689130152135,1280,0.996495227167085,1.2674306049120787e-12,7.75887046918692e-11,2.2450421264783054e-14,0.03493106076340919,0.11155114203493322,1.6661613532794985,0.11155114203493322,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 4, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",4,7.808428259246064,1.0,uncertainty_pessimism,0.18773912909392898
cem_diversity,6.934714174790531,6.934714174790531,-5.388034757400517,1280,-1.0,12.322748932191047,9.78584680655667,0.6169173998380616,1.477859559048238,0.3414893077096123,1.1966124404374834,0.3414893077096123,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 4, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",4,7.808428259246064,1.0,elite_diversity_floor,13.19646301664658
cem_veto,7.645072667950331,7.645072667950331,7.645072667946997,1280,1.0,3.33422178755427e-12,1.3935997655013264e-11,1.7834137034330706e-15,0.0355682194017332,0.10936229373161391,1.6915871639983164,0.10936229373161391,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 4, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",4,7.808428259246064,1.0,model_disagreement_veto,0.16335559129906674
cem_shadow,7.555036245365649,7.635466334366185,7.635466334363386,1280,1.0,2.7986502004750946e-12,1.24483632632724e-08,5.7573985473472135e-11,0.04054842957999426,0.17542636313850757,1.6418891575198473,0.17542636313850757,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 4, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",4,7.808428259246064,1.0,shadow_realism,0.17296192488267792
cem_conservative,6.600944437534388,6.600944437534388,6.6009444375308135,1280,1.0,3.574918139293004e-12,1.5390846128045206,0.09968096101459811,0.3070485914844434,0.6144810105475021,1.2129612512291719,1.106065818985504,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 4, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",4,7.808428259246064,1.0,conservative_refit_temperature,1.2074838217152504
cem_pilot_calibrated,7.649007462770731,7.649007462770731,7.64900746276742,1280,1.0,3.311129148642067e-12,2.141282023488272e-11,1.943150377398657e-15,0.03580831515722184,0.10408530623561368,1.6742344553461732,0.10408530623561368,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 4, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",4,7.808428259246064,1.0,pilot_label_calibration,0.15942079647864382
