planner,selected_score,selected_model_return,selected_true_return,samples_evaluated,first_action,selected_tail_gap,elite_model_error_mean,elite_pocket_mean,elite_disagreement_mean,elite_diversity,proposal_drift,proposal_std_mean,config,seed,optimal_true_return,optimal_first_action,repair,regret
cem_combined_repair,6.917610451130691,7.014998520931785,7.014998520928618,1280,1.0,3.1672442446506466e-12,2.2154704395824445e-09,2.53424219504439e-10,0.05352103262370148,0.2787563820235143,1.6844707272559163,0.4041967539340958,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 4, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",4,7.808428259246064,1.0,combined,0.793429738317446
random_shooting,5.406600686456369,5.406600686456369,-4.536097446128626,256,-0.9084532426168677,9.942698132584995,4.788048713746101,0.3154505194454166,0.8211679861181695,0.5941974113923469,0.5345267610221595,0.5941974113923469,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 5, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",5,7.807018846698515,1.0,,12.34311629282714
best_of_n,5.692254398517724,5.692254398517724,-3.9090938043298555,256,-0.5640082258516519,9.601348202847579,4.038149058007385,0.26115471921416433,0.6943324861231629,0.6320858262131854,0.3473102480971573,0.6320858262131854,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 5, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",5,7.807018846698515,1.0,,11.716112651028372
best_of_n_equal_budget,6.479088316089884,6.479088316089884,-5.401676546382205,1280,-0.2739832381950931,11.88076486247209,3.6912268493196807,0.2397778240143782,0.6408489277926819,0.6756321946097007,0.22973126134809496,0.6756321946097007,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 1280, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 5, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",5,7.807018846698515,1.0,,13.20869539308072
cem,6.85126453737161,6.85126453737161,6.851264537349561,1280,0.8701984599225256,2.204902926905561e-11,9.481852568062374e-10,1.265539858394797e-12,0.04886275809859661,0.21880007209551247,1.6571696134410736,0.21880007209551247,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 5, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",5,7.807018846698515,1.0,none,0.9557543093489542
cem_uncertainty,7.637600606201014,7.682846023527253,7.6828460235239,1280,1.0,3.3528735343679728e-12,7.323639131037943e-11,2.5532280782147095e-14,0.03407624270371913,0.10339551519182907,1.6690686652903013,0.10339551519182907,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 5, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",5,7.807018846698515,1.0,uncertainty_pessimism,0.12417282317461531
cem_diversity,6.388505946903379,6.388505946903379,-4.768186138308865,1280,-0.7662495689778998,11.156692085212244,7.333718239352117,0.47823609807852585,1.1798826149866943,0.4448711883556318,0.9602973110057125,0.4448711883556318,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 5, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",5,7.807018846698515,1.0,elite_diversity_floor,12.57520498500738
cem_veto,7.588873228747745,7.588873228747745,7.588873228745397,1280,1.0,2.347455563267431e-12,4.9196407631440634e-11,7.827666192877828e-15,0.033236319926482544,0.09040159890603577,1.6756217738967216,0.09040159890603577,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 5, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",5,7.807018846698515,1.0,model_disagreement_veto,0.21814561795311782
cem_shadow,7.689529095091995,7.766316090730001,7.766316090726597,1280,1.0,3.40438788271058e-12,5.285820875017705e-09,1.9268200152007184e-11,0.0386519772997594,0.16442435358452556,1.6525358562994403,0.16442435358452556,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 5, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",5,7.807018846698515,1.0,shadow_realism,0.040702755971918414
cem_conservative,5.872696857490413,5.872696857490413,5.872696857486119,1280,1.0,4.2943426592501055e-12,0.2045829075678079,0.013173931092876682,0.10832075414886042,0.5307419679911496,1.6130599474234801,0.9553355423840693,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 5, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",5,7.807018846698515,1.0,conservative_refit_temperature,1.9343219892123962
cem_pilot_calibrated,7.537412095982584,7.537412095982584,7.5374120959633775,1280,0.8650928775977743,1.9206858326015208e-11,2.8239803657907733e-11,4.004134159193378e-15,0.03332766034190685,0.08290811556384366,1.6941018983036318,0.08290811556384366,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 5, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",5,7.807018846698515,1.0,pilot_label_calibration,0.2696067507351376
cem_combined_repair,6.980946442952526,7.067700151162351,7.067700151144444,1280,0.8686543779535549,1.7907453297993925e-11,3.085342203945629e-09,1.1285545470173363e-11,0.04749796150993508,0.24526107378697398,1.7443712223635066,0.3556285569911123,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 5, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",5,7.807018846698515,1.0,combined,0.7393186955540711
random_shooting,5.114460373311502,5.114460373311502,5.11446037328685,256,0.8802589344695904,2.4652280217196676e-11,2.924280025010908,0.18665411568010754,0.5236376927058257,0.5919888622121178,0.37747590938308956,0.5919888622121178,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 6, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",6,7.808879846537591,1.0,,2.6944194732507416
best_of_n,4.803759191496409,4.803759191496409,4.803737817092756,256,0.039757806492450046,2.1374403653240392e-05,3.7766704182994504,0.24728207958283413,0.6597571554476964,0.6658697315457711,0.5054507656826294,0.6658697315457711,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 6, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",6,7.808879846537591,1.0,,3.005142029444835
best_of_n_equal_budget,5.264259984034667,5.264259984034667,-4.122209528551628,1280,-0.17320712049889675,9.386469512586295,4.055902582195264,0.26368215587694555,0.6909778722277872,0.6770829751284642,0.16970705071264638,0.6770829751284642,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 1280, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 6, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",6,7.808879846537591,1.0,,11.931089375089218
cem,6.641353297779325,6.641353297779325,-5.406091302449714,1280,-0.6631901885319745,12.047444600229039,9.823801368111601,0.6299342103897305,1.5036193851001098,0.2846942296429548,1.1712673465733485,0.2846942296429548,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 6, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",6,7.808879846537591,1.0,none,13.214971148987306
cem_uncertainty,7.5431811110547615,7.589851624967733,7.5898516249667,1280,1.0,1.0329515021112456e-12,4.464176037380149e-11,8.267206988421677e-15,0.03493932383384764,0.10532925265752152,1.6814779654573049,0.10532925265752152,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 6, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",6,7.808879846537591,1.0,uncertainty_pessimism,0.2190282215708912
cem_diversity,6.571075853711077,6.571075853711077,-5.418755936892414,1280,-0.5647162790209972,11.989831790603493,8.619534860427404,0.5558952082506434,1.3551192057575234,0.3406382670763497,1.1383572541470388,0.3406382670763497,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 6, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",6,7.808879846537591,1.0,elite_diversity_floor,13.227635783430006
cem_veto,7.627320447049539,7.627320447049539,7.627320447048447,1280,1.0,1.091571277811454e-12,2.9035269914874543e-11,4.2391581723082516e-15,0.034327929794008546,0.09881838650425318,1.6927188307795178,0.09881838650425318,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 6, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",6,7.808879846537591,1.0,model_disagreement_veto,0.181559399489144
cem_shadow,5.6446976860868086,5.792414930806706,5.792414930804377,1280,0.9479059990869473,2.3296919948734285e-12,1.3741668329916155,0.09058257198504267,0.2786437233857404,0.4537291872354303,1.2238488808636108,0.4537291872354303,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 6, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",6,7.808879846537591,1.0,shadow_realism,2.0164649157332146
cem_conservative,5.600266802768147,5.600266802768147,5.600266802749191,1280,1.0,1.8955503833240073e-11,0.2530573705788689,0.018173343489926694,0.1329962508457357,0.5357489064504606,1.6413932081847478,0.9643480316108293,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 6, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",6,7.808879846537591,1.0,conservative_refit_temperature,2.2086130437884
cem_pilot_calibrated,7.621522426531848,7.621522426531848,7.62152242653033,1280,1.0,1.517896919267514e-12,1.2823554184338858e-11,1.2954463912898604e-15,0.034280349362417466,0.08829263107858576,1.7032039621542157,0.08829263107858576,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 6, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",6,7.808879846537591,1.0,pilot_label_calibration,0.1873574200072614
cem_combined_repair,7.016352468499794,7.108537194023688,7.1085371940212125,1280,1.0,2.475353255704249e-12,7.840098826560594e-10,1.5679842017959022e-11,0.048319367759050116,0.24913677853155528,1.6916670695362885,0.3612483288707551,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 6, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",6,7.808879846537591,1.0,combined,0.7003426525163787
random_shooting,5.322933827993599,5.322933827993599,-4.207105219800712,256,-0.9114524914399222,9.530039047794311,4.38314785726648,0.28477456708568705,0.7184980263354658,0.5771049035011787,0.3319358628819204,0.5771049035011787,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 7, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",7,7.80785179218457,1.0,,12.014957011985281
best_of_n,5.154150888738336,5.154150888738336,-3.8214358511729944,256,-0.5963486467469781,8.97558673991133,4.147478365442969,0.26898718548436734,0.6852984610967593,0.6583432478054235,0.22823557105848516,0.6583432478054235,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 7, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",7,7.80785179218457,1.0,,11.629287643357564
best_of_n_equal_budget,5.6465981568062675,5.6465981568062675,5.646598138946622,1280,0.4266492536637564,1.7859645318196726e-08,4.475851732770325,0.2887362987180688,0.7489222525307563,0.6549768719978559,0.20354437489802205,0.6549768719978559,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 1280, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 7, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",7,7.80785179218457,1.0,,2.1612536532379476
cem,6.060317725516973,6.060317725516973,6.060317722214265,1280,0.505454356920934,3.30270832904489e-09,0.00048646923048662345,9.664781489847053e-05,0.07430201317346365,0.3469577673570553,1.5546815249568875,0.3469577673570553,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 7, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",7,7.80785179218457,1.0,none,1.747534069970305
cem_uncertainty,7.525077017837458,7.5713816449888105,7.5713816449860385,1280,0.9517533291685397,2.772004847884091e-12,4.0578002496588924e-11,1.1900164887236878e-14,0.03376472450374915,0.09873368607120764,1.6909585698170408,0.09873368607120764,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 7, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",7,7.80785179218457,1.0,uncertainty_pessimism,0.23647014719853132
cem_diversity,6.728478228935666,6.728478228935666,-5.154111806324053,1280,-0.4428744852843006,11.88259003525972,7.805642002511287,0.5139544316301524,1.252735484938739,0.4023458071452051,1.1227248673283596,0.4023458071452051,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 7, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",7,7.80785179218457,1.0,elite_diversity_floor,12.961963598508623
cem_veto,7.658361697847118,7.658361697847118,7.658361697845001,1280,0.984788362433436,2.1174173525650986e-12,2.0534138492131697e-11,4.316107941770491e-15,0.03289852534902276,0.08038115018529954,1.7032854565813482,0.08038115018529954,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 7, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",7,7.80785179218457,1.0,model_disagreement_veto,0.14949009433956917
cem_shadow,7.325489613485121,7.407346890699135,7.407346890694421,1280,0.8977492613594515,4.714451051768265e-12,7.97588286015018e-10,1.2219356651661443e-12,0.03625274321841896,0.15140867099036293,1.6325134443345375,0.15140867099036293,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 7, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",7,7.80785179218457,1.0,shadow_realism,0.40050490149014895
cem_conservative,6.145965700090723,6.145965700090723,6.14596570008961,1280,1.0,1.112887559884257e-12,2.949464188813931,0.1922462960048363,0.5198770352547165,0.7709657944888177,0.45433827562904355,1.3877384300798719,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 7, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",7,7.80785179218457,1.0,conservative_refit_temperature,1.66188609209496
cem_pilot_calibrated,7.757340660517679,7.757340660517679,7.7573406605149735,1280,0.990832131311409,2.7053914664065815e-12,8.817869511491293e-12,1.1621326832443916e-15,0.032792367649771934,0.07121641079699098,1.7129824309886934,0.07121641079699098,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 7, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",7,7.80785179218457,1.0,pilot_label_calibration,0.05051113166959631
cem_combined_repair,6.984471718699745,7.057326084737594,7.057326084480678,1280,0.6709070025487271,2.569153778608779e-10,4.712158868231269e-11,3.582374497852052e-14,0.04849994039400332,0.2300291096627119,1.7468761760787614,0.33354220901093223,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 7, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",7,7.80785179218457,1.0,combined,0.7505257077038916
random_shooting,5.703650580760057,5.703650580760057,-4.51914388289194,256,-0.6209303306686387,10.222794463651997,3.559233134176526,0.23379198371272203,0.6345626956448471,0.5763673856293902,0.27582234680461504,0.5763673856293902,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 8, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",8,7.8063686887818395,1.0,,12.32551257167378
best_of_n,6.41334925597985,6.41334925597985,6.413349255652033,256,0.7024383666411501,3.278168847486995e-10,4.1878216497781136,0.276300202531037,0.6979438319526003,0.6639681925970755,0.23792339613235988,0.6639681925970755,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 8, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",8,7.8063686887818395,1.0,,1.3930194331298065
best_of_n_equal_budget,6.8734579575728025,6.8734579575728025,-4.7486531676418435,1280,-1.0,11.622111125214646,4.170639218254557,0.26834164248374215,0.696268868125959,0.654114712189796,0.18696601901148427,0.654114712189796,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 1280, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 8, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",8,7.8063686887818395,1.0,,12.555021856423682
cem,7.458568061942755,7.458568061942755,-6.481580229068321,1280,-1.0,13.940148291011075,11.558785146352763,0.7134898228658157,1.7391891324067288,0.20231586389243464,1.1617483728316371,0.20231586389243464,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 8, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",8,7.8063686887818395,1.0,none,14.28794891785016
cem_uncertainty,7.385460983884041,7.433589650504586,7.433589650495885,1280,0.9304671364720895,8.700595799382427e-12,2.558121236207766e-11,2.6678118537650926e-15,0.035130234475347986,0.09927305968798017,1.6670574296829126,0.09927305968798017,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 8, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",8,7.8063686887818395,1.0,uncertainty_pessimism,0.3727790382859544
cem_diversity,7.2080247563870286,7.2080247563870286,-5.728552348740992,1280,-0.6654078330584687,12.93657710512802,9.602644457608866,0.6025324696182418,1.4732170019110318,0.3118484764081474,1.1230792329114592,0.3118484764081474,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 8, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",8,7.8063686887818395,1.0,elite_diversity_floor,13.534921037522832
cem_veto,7.539856493183597,7.539856493183597,7.539856493179171,1280,1.0,4.426681243785424e-12,4.121062465637456e-11,6.178837527185733e-15,0.03385594643243666,0.08719042995712067,1.648736809402711,0.08719042995712067,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 8, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",8,7.8063686887818395,1.0,model_disagreement_veto,0.2665121956026688
cem_shadow,7.034869439322781,7.130468093763193,7.1304680937584415,1280,0.9695663566829151,4.75175454539567e-12,5.711469246268035e-10,1.1784726697215148e-12,0.04697391414973703,0.19328556093511473,1.6117371483395537,0.19328556093511473,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 8, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",8,7.8063686887818395,1.0,shadow_realism,0.675900595023398
cem_conservative,6.41334925597985,6.41334925597985,6.413349255652033,1280,0.7024383666411501,3.278168847486995e-10,1.1803744789445605,0.07916743101718876,0.26297807803495854,0.6643326899368315,1.1791810233051225,1.1957988418862968,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 8, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",8,7.8063686887818395,1.0,conservative_refit_temperature,1.3930194331298065
cem_pilot_calibrated,7.562402921525548,7.562402921525548,7.562402921517462,1280,0.9374761481024085,8.08597633294994e-12,1.909013118524154e-11,1.7001130129915347e-15,0.03352871187010657,0.07959324667444904,1.6756208912941524,0.07959324667444904,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 8, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",8,7.8063686887818395,1.0,pilot_label_calibration,0.24396576726437758
cem_combined_repair,6.685261663911797,6.788471379884191,6.78847137988178,1280,1.0,2.41140440948584e-12,2.72928688196736e-10,2.6157157444342006e-11,0.051450305122168735,0.2739678549124675,1.6943831111055758,0.3972533896230778,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 8, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",8,7.8063686887818395,1.0,combined,1.0178973089000598
random_shooting,5.032311765827666,5.032311765827666,-3.7151598240825767,256,-0.6044844934104867,8.747471589910242,4.728082056458183,0.3049147768377684,0.7962896950798096,0.5626269905494692,0.41995865061690735,0.5626269905494692,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 9, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",9,7.805718340887081,1.0,,11.520878164969657
best_of_n,4.890556276376652,4.890556276376652,4.890556276375018,256,1.0,1.6342482922482304e-12,4.177088722571927,0.2708333778946198,0.7321710541864745,0.6663926668048511,0.3216054635983664,0.6663926668048511,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 9, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",9,7.805718340887081,1.0,,2.915162064512063
best_of_n_equal_budget,5.510170601166754,5.510170601166754,-4.489078662897443,1280,0.3803617989419704,9.999249264064197,4.370477102193059,0.2848169077624165,0.7487443150057788,0.6756446349499532,0.2231185098538471,0.6756446349499532,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 1280, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 9, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",9,7.805718340887081,1.0,,12.294797003784524
cem,7.985300652633739,7.985300652633739,-5.989772485442214,1280,-0.6972440500697659,13.975073138075953,11.229629993590617,0.6915561723561457,1.6475098544454203,0.21238809019012803,1.1774085016747529,0.21238809019012803,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 9, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",9,7.805718340887081,1.0,none,13.795490826329296
cem_uncertainty,7.472558524723602,7.518270564031417,7.5182705640264995,1280,0.9076748354452133,4.9178439098795934e-12,1.907574952698409e-11,4.393181268504112e-15,0.03464613802351775,0.09994118509534244,1.6931400465641842,0.09994118509534244,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 9, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",9,7.805718340887081,1.0,uncertainty_pessimism,0.2874477768605814
cem_diversity,7.677943822915016,7.677943822915016,-5.88971406939536,1280,-0.7165376495445392,13.567657892310375,9.506100924751697,0.604119537290807,1.4154978515818468,0.31516449040924693,1.1187626767969883,0.31516449040924693,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 9, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",9,7.805718340887081,1.0,elite_diversity_floor,13.695432410282441
cem_veto,7.622882433347937,7.622882433347937,7.622882433340087,1280,0.9062837488932033,7.849720873309707e-12,1.689059148956263e-11,2.7276636947551182e-15,0.034078262689708094,0.09313898675024557,1.6974704207399471,0.09313898675024557,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 9, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",9,7.805718340887081,1.0,model_disagreement_veto,0.18283590754699386
cem_shadow,5.243846956064685,5.962551208676296,-4.688817596766713,1280,-0.9667813934280298,10.65136880544301,4.558259519511576,0.30127094430136914,0.7697534830975961,0.4989159033243124,0.7697426425414495,0.4989159033243124,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 9, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",9,7.805718340887081,1.0,shadow_realism,12.494535937653794
cem_conservative,6.659136721445206,6.659136721445206,6.659136721441429,1280,1.0,3.7765346405649325e-12,1.6435248205266528,0.10758348578563755,0.34832819062168363,0.728711202775491,0.9247154679028479,1.3116801649958838,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 9, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",9,7.805718340887081,1.0,conservative_refit_temperature,1.1465816194456515
cem_pilot_calibrated,7.657598816145347,7.657598816145347,7.657598816141082,1280,0.9323772293738631,4.265032771400001e-12,1.0010249039938711e-11,1.0091723110673633e-15,0.03382312509011986,0.08138084496507908,1.6971250587341826,0.08138084496507908,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 256, 'elite_fraction': 0.1, 'iterations': 5, 'seed': 9, 'init_std': 0.82, 'min_std': 0.035, 'momentum': 0.0}",9,7.805718340887081,1.0,pilot_label_calibration,0.148119524745999
