seed,population,iterations,elite_fraction,cem,cem_repaired,repair_regret_reduction
1,384,6,0.2,13.37689394726587,0.8781467994132166,12.498747147852654
2,96,1,0.05,11.722769243199224,11.722769243199224,0.0
2,96,1,0.1,11.722769243199224,11.722769243199224,0.0
2,96,1,0.2,11.722769243199224,11.722769243199224,0.0
2,96,2,0.05,11.906664826359552,11.722769243199224,0.1838955831603286
2,96,2,0.1,11.722769243199224,2.865183483675988,8.857585759523236
2,96,2,0.2,11.722769243199224,2.869643359575684,8.853125883623541
2,96,4,0.05,13.612348693653596,12.978374831105175,0.6339738625484213
2,96,4,0.1,14.14979807396464,13.237648618897161,0.9121494550674782
2,96,4,0.2,13.295241400068845,2.869643359575684,10.42559804049316
2,96,6,0.05,14.27064425421607,13.59774491506624,0.6728993391498292
2,96,6,0.1,14.10045501430905,13.237648618897161,0.862806395411889
2,96,6,0.2,14.490022097824397,2.869643359575684,11.620378738248714
2,192,1,0.05,2.320471861559538,2.320471861559538,0.0
2,192,1,0.1,2.320471861559538,2.320471861559538,0.0
2,192,1,0.2,2.320471861559538,2.320471861559538,0.0
2,192,2,0.05,12.407279914714174,2.320471861559538,10.086808053154636
2,192,2,0.1,12.297373105401373,2.320471861559538,9.976901243841835
2,192,2,0.2,12.60689249938426,2.320471861559538,10.286420637824722
2,192,4,0.05,13.938321740470702,1.3314122044032928,12.606909536067409
2,192,4,0.1,14.124999671749826,2.2017331643673153,11.923266507382511
2,192,4,0.2,13.249284887376156,2.190279777775898,11.059005109600257
2,192,6,0.05,14.169805653585685,0.07087901085649939,14.098926642729186
2,192,6,0.1,14.157488640681848,0.6891224420145043,13.468366198667344
2,192,6,0.2,13.870681511738788,1.5176413926591765,12.353040119079612
2,384,1,0.05,2.320471861559538,2.320471861559538,0.0
2,384,1,0.1,2.320471861559538,2.320471861559538,0.0
2,384,1,0.2,2.320471861559538,2.320471861559538,0.0
2,384,2,0.05,12.221260665901381,2.320471861559538,9.900788804341843
2,384,2,0.1,2.320471861559538,2.2805032519791926,0.039968609580345316
2,384,2,0.2,2.320471861559538,2.320471861559538,0.0
2,384,4,0.05,14.098532062037775,0.9665453788576421,13.131986683180132
2,384,4,0.1,13.679799128754675,1.0565067828802555,12.62329234587442
2,384,4,0.2,12.980574788983455,2.231727416929864,10.748847372053591
2,384,6,0.05,14.460213480670129,0.27134897979172745,14.188864500878402
2,384,6,0.1,14.425985935306002,0.4952893465779722,13.93069658872803
2,384,6,0.2,14.27756329458909,0.9851127826323411,13.292450511956748
3,96,1,0.05,2.2914135850834203,2.2914135850834203,0.0
3,96,1,0.1,2.2914135850834203,2.2914135850834203,0.0
3,96,1,0.2,2.2914135850834203,2.2914135850834203,0.0
3,96,2,0.05,2.2914135850834203,2.2914135850834203,0.0
3,96,2,0.1,2.2914135850834203,2.2914135850834203,0.0
3,96,2,0.2,2.2914135850834203,2.2914135850834203,0.0
3,96,4,0.05,13.900635751648158,1.3216119786560192,12.579023772992139
3,96,4,0.1,13.865030044049394,1.125187343822338,12.739842700227056
3,96,4,0.2,2.2914135850834203,1.470881625116081,0.8205319599673393
3,96,6,0.05,14.254906385669514,0.4748246505529341,13.78008173511658
3,96,6,0.1,14.172941392670376,0.65678926738783,13.516152125282545
3,96,6,0.2,1.2005755974608565,0.9251515398925108,0.27542405756834576
3,192,1,0.05,2.2914135850834203,2.2914135850834203,0.0
3,192,1,0.1,2.2914135850834203,2.2914135850834203,0.0
3,192,1,0.2,2.2914135850834203,2.2914135850834203,0.0
3,192,2,0.05,12.245439593081223,2.034792152613825,10.210647440467397
3,192,2,0.1,12.756402945713255,2.2914135850834203,10.464989360629835
3,192,2,0.2,12.930570954592381,2.2914135850834203,10.639157369508961
3,192,4,0.05,13.828099514229878,0.2824928027239242,13.545606711505954
3,192,4,0.1,0.7013292939401099,0.9658126042520259,-0.26448331031191596
3,192,4,0.2,12.930570954592381,1.635552076789514,11.295018877802868
3,192,6,0.05,13.826023671755618,0.2824928027239242,13.543530869031693
3,192,6,0.1,0.31706507684744256,0.5941441809530001,-0.2770791041055576
3,192,6,0.2,12.930570954592381,1.2269173156300521,11.70365363896233
3,384,1,0.05,1.7354357350298475,1.7354357350298475,0.0
3,384,1,0.1,1.7354357350298475,1.7354357350298475,0.0
3,384,1,0.2,1.7354357350298475,1.7354357350298475,0.0
3,384,2,0.05,1.7354357350298475,1.7354357350298475,0.0
3,384,2,0.1,1.7354357350298475,1.7354357350298475,0.0
3,384,2,0.2,1.7354357350298475,1.7354357350298475,0.0
3,384,4,0.05,14.236071077292873,0.5046117062420379,13.731459371050835
3,384,4,0.1,13.041496506007615,1.3061712042619682,11.735325301745647
3,384,4,0.2,13.20974882705644,1.5552483794419505,11.65450044761449
3,384,6,0.05,14.582544895451033,0.26898482722396366,14.31356006822707
3,384,6,0.1,13.919294908870333,0.3498958901452873,13.569399018725045
3,384,6,0.2,13.260075095410082,0.6438254594482036,12.616249635961879
4,96,1,0.05,10.970136997975537,3.8616889324094346,7.108448065566103
4,96,1,0.1,10.970136997975537,3.8616889324094346,7.108448065566103
4,96,1,0.2,10.970136997975537,3.8616889324094346,7.108448065566103
4,96,2,0.05,3.0226786098249967,2.79374825320975,0.22893035661524674
4,96,2,0.1,11.828710418054488,2.3419416625719673,9.48676875548252
4,96,2,0.2,3.510945840632858,2.970814384451943,0.540131456180915
4,96,4,0.05,0.46737414768190355,0.661675465563178,-0.19430131788127447
4,96,4,0.1,1.718706117284416,0.7430928313615981,0.9756132859228179
4,96,4,0.2,2.734558652573126,1.9213742719634972,0.8131843806096288
4,96,6,0.05,0.1125998514058777,0.2608838515079821,-0.1482840001021044
4,96,6,0.1,0.6441755259835666,0.6467206058875963,-0.0025450799040296346
4,96,6,0.2,1.2730034637524845,1.4263452093712807,-0.1533417456187962
4,192,1,0.05,5.333099481784719,5.333099481784719,0.0
4,192,1,0.1,5.333099481784719,5.333099481784719,0.0
4,192,1,0.2,5.333099481784719,5.333099481784719,0.0
4,192,2,0.05,5.333099481784719,2.0563585800604454,3.2767409017242732
4,192,2,0.1,2.5519200123077592,2.5312468719937646,0.020673140313994587
4,192,2,0.2,2.6292065157809352,2.793081911586194,-0.16387539580525878
4,192,4,0.05,12.83653466658869,0.42372827913886457,12.412806387449827
4,192,4,0.1,12.506506176265292,1.3071845281757373,11.199321648089555
4,192,4,0.2,12.956095711646878,1.9041866745113492,11.051909037135529
4,192,6,0.05,13.725361405321626,0.4128667513065496,13.312494654015076
4,192,6,0.1,13.181740403742086,0.9241702369613005,12.257570166780786
4,192,6,0.2,13.335853609213185,1.2095218960627028,12.126331713150481
4,384,1,0.05,2.5404883757527124,2.5404883757527124,0.0
4,384,1,0.1,2.5404883757527124,2.5404883757527124,0.0
4,384,1,0.2,2.5404883757527124,2.5404883757527124,0.0
4,384,2,0.05,11.73982466277881,1.9342741071805705,9.80555055559824
4,384,2,0.1,12.011183396431385,1.9601446470661976,10.051038749365187
4,384,2,0.2,12.159408280310558,2.4531325515568234,9.706275728753734
4,384,4,0.05,12.949631756254998,0.9374540253568524,12.012177730898145
4,384,4,0.1,13.244831359099727,0.8766695184824016,12.368161840617326
4,384,4,0.2,12.641280428511092,1.8273526711132035,10.813927757397888
4,384,6,0.05,14.2162072057926,0.28620297969936637,13.930004226093233
4,384,6,0.1,14.256822635438104,0.7763338796092114,13.480488755828892
4,384,6,0.2,13.475443488577334,1.2710182790831652,12.204425209494168
