iteration,score_max,score_mean,selected_model_return,selected_true_return,selected_tail_gap,elite_score_mean,elite_true_mean,elite_model_error_mean,elite_pocket_mean,elite_disagreement_mean,elite_diversity,proposal_drift,proposal_std_mean,seed,planner
0,3.992714563326836,-0.18542406794401076,3.992714563326836,5.970182642042971,-1.977468078716135,2.451734310251106,2.632994269879903,-0.181259959628797,0.0043724530545005994,0.24927961975846563,0.5175168761390987,1.1973122467973976,0.5175168761390987,0,learned_static_proposal
0,3.992714563326836,-0.18542406794401076,3.992714563326836,5.970182642042971,-1.977468078716135,2.451734310251106,2.632994269879903,-0.181259959628797,0.0043724530545005994,0.24927961975846563,0.5175168761390987,1.1973122467973976,0.5175168761390987,0,learned_cem
1,4.499512545716104,2.2892693181132056,4.499512545716104,3.286171948471378,1.2133405972447258,4.0338203535106505,4.74468772287467,-0.7108673693640197,4.507762420250067e-08,0.2779084691455475,0.3011712683089519,1.743576060442165,0.3011712683089519,0,learned_cem
2,4.634716761239466,4.1055415718750465,4.634716761239466,5.108208304668158,-0.4734915434286915,4.57247544015871,4.204552651541969,0.3679227886167413,9.701960301916276e-14,0.34044070105351676,0.17325465456635825,2.004831357375326,0.17325465456635825,0,learned_cem
3,4.768857248137533,4.595053266916062,4.768857248137533,3.9148794318346054,0.8539778163029279,4.723084185755327,3.7170269106323444,1.0060572751229824,3.2693640334789713e-15,0.3441301229755532,0.1020115666456483,2.0651984734881434,0.1020115666456483,0,learned_cem
0,3.814109055389584,-0.4999355836829335,3.992714563326836,5.970182642042971,-1.977468078716135,2.2273826524684868,2.632994269879903,-0.181259959628797,0.0043724530545005994,0.24927961975846563,0.5175168761390987,1.1973122467973976,0.6727719389808283,0,learned_cem_uncertainty
1,4.060077478479036,1.5925051719830552,4.520402174710669,2.9054400288188065,1.6149621458918624,3.645379955180259,4.556248037124871,-0.6564621075424599,5.3297435098928745e-11,0.2826733048912814,0.32572259487122535,1.702383957984804,0.42343937333259296,0,learned_cem_uncertainty
2,4.359812163360939,3.461377736683161,4.591713471908731,4.529680158729122,0.06203331317960892,4.1928141437417015,4.844446714558531,-0.3844433152177857,7.053960019470625e-13,0.29687695066560427,0.21925144388091117,1.9140705321283509,0.2850268770451845,0,learned_cem_uncertainty
3,4.430777862394433,4.083560655010415,4.695066411929447,4.48196651627056,0.21309989565888632,4.35223817676155,4.646907320693669,-0.023626372954530673,1.057025947448043e-14,0.30115863441954127,0.160681928381751,1.9783842726730647,0.2088865068962763,0,learned_cem_uncertainty
0,3.858147397808728,-0.6656711636753662,3.992714563326836,5.970182642042971,-1.977468078716135,2.2307605563638355,2.7070170878903133,-0.25746153639990144,0.004334306766726381,0.24979831716433726,0.5189159364223763,1.2324389657678847,0.5189159364223763,0,learned_cem_calibrated
